Link Id, Lane Id, Travel Dir, Vehicle Id, Actuation Time On (s), Actuation Time Off (s), Vehicle Type Id, Vehicle Length (ft), FHWA Class, Speed (mi/h),Gap (ft), Headway (s), Queue Status, Downstream Turn Dir
23,1,EB,285,935.4,935.6,3,16.22,2,62.05,486.757,5.700,NotInQueue,Through
23,1,EB,287,947.3,947.5,7,19.31,3,60.66,1064.731,11.900,NotInQueue,Through
23,1,EB,295,948.8,949.1,11,29,5,60.65,111.934,1.500,NotInQueue,Through
23,1,EB,297,950.3,950.5,4,16.4,3,60.65,107.924,1.500,NotInQueue,Through
23,1,EB,314,951.7,951.9,5,18.98,3,60.65,107.924,1.400,NotInQueue,Through
23,1,EB,299,953.1,953.3,6,16.94,2,60.61,107.493,1.400,NotInQueue,Through
23,1,EB,302,954.6,954.9,11,29,5,60.59,111.537,1.500,NotInQueue,Through
23,1,EB,303,956.1,956.3,10,15.53,2,60.57,107.502,1.500,NotInQueue,Through
23,1,EB,305,971.7,971.9,7,19.31,3,62.05,1375.462,15.600,NotInQueue,Through
23,1,EB,307,973.2,973.3,3,16.22,2,62.05,110.005,1.500,NotInQueue,Through
23,1,EB,309,1012.8,1013.4,12,55,8,57.53,3587.792,39.600,NotInQueue,Through
23,1,EB,311,1014.6,1014.8,8,14.78,2,57.53,102.740,1.800,NotInQueue,Through
23,1,EB,316,1016,1016.2,8,14.78,2,57.53,102.749,1.400,NotInQueue,Through
23,1,EB,318,1017.4,1017.6,6,16.94,2,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,325,1018.8,1019,2,16.7,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,322,1020.3,1020.6,11,29,5,57.53,106.907,1.500,NotInQueue,Through
23,1,EB,327,1021.9,1022.3,11,29,5,57.53,106.875,1.600,NotInQueue,Through
23,1,EB,320,1024.6,1025.4,13,68.5,9,58.73,198.248,2.700,NotInQueue,Through
23,1,EB,324,1026.6,1026.8,4,16.4,3,58.73,104.676,2.000,NotInQueue,Through
23,1,EB,342,1028,1028.2,8,14.78,2,58.73,104.686,1.400,NotInQueue,Through
23,1,EB,329,1034.8,1035,4,16.4,3,59.28,566.993,6.800,NotInQueue,Through
23,1,EB,331,1036.2,1036.4,9,15.57,2,59.28,105.538,1.400,NotInQueue,Through
23,1,EB,333,1040.9,1041.1,5,18.98,3,59.28,392.809,4.700,NotInQueue,Through
23,1,EB,335,1042.3,1042.5,4,16.4,3,59.28,105.536,1.400,NotInQueue,Through
23,1,EB,352,1043.7,1043.9,5,18.98,3,59.27,105.545,1.400,NotInQueue,Through
23,1,EB,336,1045.1,1045.3,10,15.53,2,59.27,105.733,1.400,NotInQueue,Through
23,1,EB,338,1052.4,1052.7,11,29,5,59.33,613.829,7.300,NotInQueue,Through
23,1,EB,340,1053.9,1054.1,10,15.53,2,59.33,105.684,1.500,NotInQueue,Through
23,1,EB,356,1055.3,1055.5,6,16.94,2,59.33,105.693,1.400,NotInQueue,Through
23,1,EB,344,1061.2,1061.4,7,19.31,3,59.28,491.033,5.900,NotInQueue,Through
23,1,EB,346,1062.7,1063.4,12,55,8,60.44,118.356,1.500,NotInQueue,Through
23,1,EB,348,1064.6,1064.8,5,18.98,3,60.10,106.938,1.900,NotInQueue,Through
23,1,EB,350,1066,1066.2,8,14.78,2,60.03,106.793,1.400,NotInQueue,Through
23,1,EB,362,1067.4,1067.6,5,18.98,3,59.97,106.679,1.400,NotInQueue,Through
23,1,EB,371,1068.8,1069,9,15.57,2,59.90,106.629,1.400,NotInQueue,Through
23,1,EB,354,1070.3,1071,12,55,8,59.84,116.471,1.500,NotInQueue,Through
23,1,EB,358,1072.2,1072.4,9,15.57,2,59.73,106.262,1.900,NotInQueue,Through
23,1,EB,360,1081.4,1081.6,10,15.53,2,60.66,786.016,9.200,NotInQueue,Through
23,1,EB,363,1082.8,1083,4,16.4,3,60.66,107.771,1.400,NotInQueue,Through
23,1,EB,381,1084.2,1084.4,6,16.94,2,60.65,107.778,1.400,NotInQueue,Through
23,1,EB,365,1089.5,1089.7,3,16.22,2,60.66,457.408,5.300,NotInQueue,Through
23,1,EB,367,1090.9,1091.1,9,15.57,2,60.65,107.934,1.400,NotInQueue,Through
23,1,EB,369,1104.7,1104.8,9,15.57,2,59.28,1209.121,13.800,NotInQueue,Through
23,1,EB,373,1106.1,1106.3,5,18.98,3,59.28,105.532,1.400,NotInQueue,Through
23,1,EB,375,1107.5,1107.7,7,19.31,3,59.28,105.555,1.400,NotInQueue,Through
23,1,EB,396,1108.9,1109.1,4,16.4,3,59.28,105.559,1.400,NotInQueue,Through
23,1,EB,377,1110.3,1110.5,5,18.98,3,59.27,105.725,1.400,NotInQueue,Through
23,1,EB,379,1111.8,1112,4,16.4,3,59.27,105.690,1.500,NotInQueue,Through
23,1,EB,382,1127.7,1127.9,10,15.53,2,59.28,1372.891,15.900,NotInQueue,Through
23,1,EB,384,1129.1,1129.3,4,16.4,3,59.28,105.533,1.400,NotInQueue,Through
23,1,EB,386,1130.5,1130.8,7,19.31,3,59.28,105.555,1.400,NotInQueue,Through
23,1,EB,388,1132,1132.4,11,29,5,59.27,109.725,1.500,NotInQueue,Through
23,1,EB,390,1133.6,1133.8,6,16.94,2,59.26,105.682,1.600,NotInQueue,Through
23,1,EB,398,1135,1135.2,3,16.22,2,59.26,105.658,1.400,NotInQueue,Through
23,1,EB,393,1136.4,1136.6,5,18.98,3,59.26,105.649,1.400,NotInQueue,Through
23,1,EB,394,1155.3,1156,12,55,8,58.72,1628.450,18.900,NotInQueue,Through
23,1,EB,400,1157.2,1157.6,11,29,5,58.71,108.799,1.900,NotInQueue,Through
23,1,EB,402,1158.8,1159,9,15.57,2,58.71,104.789,1.600,NotInQueue,Through
23,1,EB,404,1160.2,1160.4,4,16.4,3,58.71,104.789,1.400,NotInQueue,Through
23,1,EB,406,1161.7,1162.3,12,55,8,58.72,114.799,1.500,NotInQueue,Through
23,1,EB,409,1163.6,1163.8,7,19.31,3,58.72,104.801,1.900,NotInQueue,Through
23,1,EB,410,1165,1165.2,6,16.94,2,58.72,104.799,1.400,NotInQueue,Through
23,1,EB,419,1166.4,1166.6,6,16.94,2,58.72,104.802,1.400,NotInQueue,Through
23,1,EB,413,1167.8,1168,8,14.78,2,58.72,104.802,1.400,NotInQueue,Through
23,1,EB,415,1169.2,1169.4,3,16.22,2,58.72,104.802,1.400,NotInQueue,Through
23,1,EB,424,1170.6,1170.8,2,16.7,2,58.72,104.800,1.400,NotInQueue,Through
23,1,EB,426,1172,1172.2,8,14.78,2,58.72,104.800,1.400,NotInQueue,Through
23,1,EB,432,1173.4,1173.6,6,16.94,2,58.72,104.802,1.400,NotInQueue,Through
23,1,EB,417,1178.2,1178.4,7,19.31,3,60.66,395.585,4.800,NotInQueue,Through
23,1,EB,421,1194.7,1194.9,10,15.53,2,59.28,1445.850,16.500,NotInQueue,Through
23,1,EB,423,1196.1,1196.2,8,14.78,2,59.28,105.536,1.400,NotInQueue,Through
23,1,EB,428,1197.5,1197.6,2,16.7,2,59.27,105.724,1.400,NotInQueue,Through
23,1,EB,431,1198.9,1199,8,14.78,2,59.27,105.691,1.400,NotInQueue,Through
23,1,EB,434,1200.2,1200.5,5,18.98,3,59.27,105.691,1.300,NotInQueue,Through
23,1,EB,436,1201.7,1201.9,3,16.22,2,59.27,105.690,1.500,NotInQueue,Through
23,1,EB,438,1205.4,1205.6,10,15.53,2,62.05,308.624,3.700,NotInQueue,Through
23,1,EB,440,1206.8,1207,10,15.53,2,62.04,110.167,1.400,NotInQueue,Through
23,1,EB,442,1213.7,1213.9,4,16.4,3,62.05,610.193,6.900,NotInQueue,Through
23,1,EB,443,1235.2,1235.4,2,16.7,2,59.28,1946.397,21.500,NotInQueue,Through
23,1,EB,446,1241.5,1241.9,11,29,5,59.33,531.202,6.300,NotInQueue,Through
23,1,EB,448,1243.1,1243.3,6,16.94,2,59.33,105.684,1.600,NotInQueue,Through
23,1,EB,450,1246.2,1246.4,6,16.94,2,59.28,251.642,3.100,NotInQueue,Through
23,1,EB,452,1247.7,1248.5,13,68.5,9,59.27,115.703,1.500,NotInQueue,Through
23,1,EB,455,1249.7,1249.9,3,16.22,2,59.27,105.691,2.000,NotInQueue,Through
23,1,EB,457,1251.3,1251.5,3,16.22,2,61.80,126.165,1.600,NotInQueue,Through
23,1,EB,459,1252.7,1252.9,9,15.57,2,61.81,109.636,1.400,NotInQueue,Through
23,1,EB,460,1254.1,1254.3,1,14.57,2,61.78,109.641,1.400,NotInQueue,Through
23,1,EB,462,1255.5,1255.7,5,18.98,3,61.72,109.586,1.400,NotInQueue,Through
23,1,EB,468,1256.9,1257.1,6,16.94,2,61.66,109.518,1.400,NotInQueue,Through
23,1,EB,464,1258.3,1258.5,8,14.78,2,61.62,109.439,1.400,NotInQueue,Through
23,1,EB,470,1259.7,1260,11,29,5,61.52,113.251,1.400,NotInQueue,Through
23,1,EB,466,1294.6,1295.5,13,68.5,9,57.53,3020.449,34.900,NotInQueue,Through
23,1,EB,472,1296.7,1296.9,9,15.57,2,57.53,102.740,2.100,NotInQueue,Through
23,1,EB,474,1298.2,1298.8,12,55,8,57.53,112.750,1.500,NotInQueue,Through
23,1,EB,476,1300.1,1300.3,4,16.4,3,57.53,102.750,1.900,NotInQueue,Through
23,1,EB,477,1301.5,1301.7,4,16.4,3,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,479,1302.9,1303.1,6,16.94,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,481,1304.3,1304.5,6,16.94,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,484,1305.7,1305.9,10,15.53,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,487,1307.1,1307.3,9,15.57,2,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,485,1328.7,1329.5,13,68.5,9,57.53,1807.159,21.600,NotInQueue,Through
23,1,EB,489,1330.8,1330.9,9,15.57,2,57.53,102.740,2.100,NotInQueue,Through
23,1,EB,491,1332.3,1333.1,13,68.5,9,57.53,112.907,1.500,NotInQueue,Through
23,1,EB,493,1334.3,1334.5,9,15.57,2,57.53,102.875,2.000,NotInQueue,Through
23,1,EB,495,1349.6,1350.4,13,68.5,9,57.53,1274.389,15.300,NotInQueue,Through
23,1,EB,497,1351.8,1352.4,12,55,8,57.49,116.783,2.200,NotInQueue,Through
23,1,EB,499,1353.7,1353.9,6,16.94,2,57.48,102.820,1.900,NotInQueue,Through
23,1,EB,501,1355.1,1355.5,11,29,5,57.48,106.808,1.400,NotInQueue,Through
23,1,EB,503,1356.8,1357.6,13,68.5,9,57.48,112.809,1.700,NotInQueue,Through
23,1,EB,508,1358.9,1359.1,6,16.94,2,57.48,102.809,2.100,NotInQueue,Through
23,1,EB,506,1360.3,1360.7,11,29,5,57.48,106.808,1.400,NotInQueue,Through
23,1,EB,510,1361.9,1362.1,5,18.98,3,57.48,102.809,1.600,NotInQueue,Through
23,1,EB,512,1363.4,1363.7,11,29,5,57.48,106.809,1.500,NotInQueue,Through
23,1,EB,513,1364.9,1365.1,6,16.94,2,57.48,102.809,1.500,NotInQueue,Through
23,1,EB,515,1366.4,1366.6,4,16.4,3,57.48,102.808,1.500,NotInQueue,Through
23,1,EB,517,1367.8,1368,9,15.57,2,57.48,102.809,1.400,NotInQueue,Through
23,1,EB,520,1384.6,1384.8,7,19.31,3,58.13,1402.151,16.800,NotInQueue,Through
23,1,EB,521,1387.4,1387.7,11,29,5,59.31,219.444,2.800,NotInQueue,Through
23,1,EB,524,1388.9,1389.2,7,19.31,3,59.32,105.621,1.500,NotInQueue,Through
23,1,EB,526,1390.4,1390.6,5,18.98,3,59.32,105.631,1.500,NotInQueue,Through
23,1,EB,532,1391.8,1392,6,16.94,2,59.32,105.633,1.400,NotInQueue,Through
23,1,EB,528,1393.3,1393.5,8,14.78,2,59.24,113.248,1.500,NotInQueue,Through
23,1,EB,530,1394.7,1394.9,4,16.4,3,59.25,105.511,1.400,NotInQueue,Through
23,1,EB,534,1396.1,1396.3,4,16.4,3,59.25,105.522,1.400,NotInQueue,Through
23,1,EB,541,1397.5,1397.7,2,16.7,2,59.25,105.522,1.400,NotInQueue,Through
23,1,EB,536,1406,1406.2,10,15.53,2,59.28,722.734,8.500,NotInQueue,Through
23,1,EB,538,1407.4,1407.6,6,16.94,2,59.28,105.533,1.400,NotInQueue,Through
23,1,EB,543,1408.8,1409,5,18.98,3,59.28,105.554,1.400,NotInQueue,Through
23,1,EB,545,1410.2,1410.4,5,18.98,3,59.27,105.543,1.400,NotInQueue,Through
23,1,EB,547,1411.7,1411.8,1,14.57,2,59.27,105.733,1.500,NotInQueue,Through
23,1,EB,549,1413,1413.2,4,16.4,3,59.27,105.692,1.300,NotInQueue,Through
23,1,EB,560,1414.5,1414.6,3,16.22,2,59.27,105.690,1.500,NotInQueue,Through
23,1,EB,558,1415.9,1416,2,16.7,2,59.27,105.690,1.400,NotInQueue,Through
23,1,EB,551,1435.8,1435.9,10,15.53,2,59.28,1714.093,19.900,NotInQueue,Through
23,1,EB,553,1437.2,1437.3,8,14.78,2,59.28,105.538,1.400,NotInQueue,Through
23,1,EB,568,1438.5,1438.7,4,16.4,3,59.27,105.542,1.300,NotInQueue,Through
23,1,EB,555,1439.9,1440.2,5,18.98,3,59.27,105.733,1.400,NotInQueue,Through
23,1,EB,563,1441.4,1441.6,6,16.94,2,59.27,105.692,1.500,NotInQueue,Through
23,1,EB,577,1442.8,1443,3,16.22,2,59.27,105.691,1.400,NotInQueue,Through
23,1,EB,565,1452.9,1453.1,3,16.22,2,60.66,862.638,10.100,NotInQueue,Through
23,1,EB,567,1454.3,1454.5,7,19.31,3,60.66,107.770,1.400,NotInQueue,Through
23,1,EB,571,1455.7,1455.9,10,15.53,2,60.66,107.792,1.400,NotInQueue,Through
23,1,EB,572,1457.1,1457.3,3,16.22,2,60.65,107.767,1.400,NotInQueue,Through
23,1,EB,581,1458.5,1458.7,2,16.7,2,60.65,107.970,1.400,NotInQueue,Through
23,1,EB,583,1459.9,1460.1,9,15.57,2,60.65,107.923,1.400,NotInQueue,Through
