Link Id, Lane Id, Travel Dir, Vehicle Id, Actuation Time On (s), Actuation Time Off (s), Vehicle Type Id, Vehicle Length (ft), FHWA Class, Speed (mi/h),Gap (ft), Headway (s), Queue Status, Downstream Turn Dir
23,1,EB,2,276.1,276.2,2,16.7,2,65.55,-1.000,0.000,NotInQueue,Through
23,1,EB,12,313.5,313.7,3,16.22,2,63.83,3582.482,37.400,NotInQueue,Through
23,1,EB,1,414.1,414.9,13,68.5,9,57.53,9401.167,100.600,NotInQueue,Through
23,1,EB,5,416.1,416.3,8,14.78,2,57.53,102.740,2.000,NotInQueue,Through
23,1,EB,6,417.6,418.3,12,55,8,57.53,112.749,1.500,NotInQueue,Through
23,1,EB,8,434.7,435.5,13,68.5,9,57.53,1383.674,17.100,NotInQueue,Through
23,1,EB,10,436.8,437.6,13,68.5,9,57.53,112.713,2.100,NotInQueue,Through
23,1,EB,14,438.9,439.1,7,19.31,3,57.53,102.740,2.100,NotInQueue,Through
23,1,EB,16,440.3,440.5,5,18.98,3,57.53,102.735,1.400,NotInQueue,Through
23,1,EB,18,441.7,441.9,4,16.4,3,57.53,102.735,1.400,NotInQueue,Through
23,1,EB,20,443.2,443.4,3,16.22,2,57.53,102.762,1.500,NotInQueue,Through
23,1,EB,23,444.6,444.8,3,16.22,2,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,25,446,446.2,6,16.94,2,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,34,447.4,447.6,3,16.22,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,32,448.8,449,10,15.53,2,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,35,450.2,450.4,4,16.4,3,57.53,102.749,1.400,NotInQueue,Through
23,1,EB,26,452,452.8,13,68.5,9,60.53,134.373,1.800,NotInQueue,Through
23,1,EB,58,454,454.2,10,15.53,2,60.48,107.582,2.000,NotInQueue,Through
23,1,EB,28,455.7,455.9,5,18.98,3,59.27,138.917,1.700,NotInQueue,Through
23,1,EB,30,457.2,457.4,7,19.31,3,59.28,105.555,1.500,NotInQueue,Through
23,1,EB,38,458.6,458.8,3,16.22,2,59.28,105.567,1.400,NotInQueue,Through
23,1,EB,39,460,460.2,3,16.22,2,59.28,105.565,1.400,NotInQueue,Through
23,1,EB,72,461.4,461.6,3,16.22,2,59.28,105.567,1.400,NotInQueue,Through
23,1,EB,41,463.1,463.9,13,68.5,9,62.05,132.903,1.700,NotInQueue,Through
23,1,EB,64,470,470.2,7,19.31,3,67.06,549.594,6.900,NotInQueue,Through
23,1,EB,43,475.4,475.6,7,19.31,3,59.30,511.590,5.400,NotInQueue,Through
23,1,EB,45,477,477.6,12,55,8,59.30,115.743,1.600,NotInQueue,Through
23,1,EB,67,478.8,479,5,18.98,3,59.29,105.719,1.800,NotInQueue,Through
23,1,EB,48,484,484.2,3,16.22,2,59.28,435.172,5.200,NotInQueue,Through
23,1,EB,50,485.4,485.7,7,19.31,3,59.28,105.532,1.400,NotInQueue,Through
23,1,EB,52,486.9,487.1,7,19.31,3,59.27,105.725,1.500,NotInQueue,Through
23,1,EB,55,505.9,506.1,5,18.98,3,58.13,1636.135,19.000,NotInQueue,Through
23,1,EB,57,509.6,509.9,11,29,5,59.31,296.034,3.700,NotInQueue,Through
23,1,EB,61,511.2,511.3,10,15.53,2,59.32,105.621,1.600,NotInQueue,Through
23,1,EB,63,512.6,512.7,9,15.57,2,59.32,105.632,1.400,NotInQueue,Through
23,1,EB,68,513.9,514.1,1,14.57,2,59.32,105.633,1.300,NotInQueue,Through
23,1,EB,105,515.3,515.5,10,15.53,2,59.32,105.631,1.400,NotInQueue,Through
23,1,EB,107,516.7,516.9,7,19.31,3,59.32,105.632,1.400,NotInQueue,Through
23,1,EB,85,518.7,518.9,5,18.98,3,63.91,155.551,2.000,NotInQueue,Through
23,1,EB,70,523.9,524.1,2,16.7,2,59.28,466.971,5.200,NotInQueue,Through
23,1,EB,111,525.3,525.5,6,16.94,2,59.27,105.702,1.400,NotInQueue,Through
23,1,EB,74,545.2,546,13,68.5,9,57.53,1708.621,19.900,NotInQueue,Through
23,1,EB,76,547.2,547.4,5,18.98,3,57.53,102.740,2.000,NotInQueue,Through
23,1,EB,78,548.7,549.1,11,29,5,57.53,106.751,1.500,NotInQueue,Through
23,1,EB,80,550.5,551.1,12,55,8,58.73,122.180,1.800,NotInQueue,Through
23,1,EB,82,552.4,552.5,4,16.4,3,58.73,104.666,1.900,NotInQueue,Through
23,1,EB,88,554.5,554.7,4,16.4,3,59.28,168.747,2.100,NotInQueue,Through
23,1,EB,89,558.4,558.7,11,29,5,60.59,322.184,3.900,NotInQueue,Through
23,1,EB,91,563.3,563.6,11,29,5,59.33,404.623,4.900,NotInQueue,Through
23,1,EB,93,564.8,565,2,16.7,2,59.33,105.633,1.500,NotInQueue,Through
23,1,EB,94,566.2,566.4,5,18.98,3,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,96,567.7,567.9,6,16.94,2,59.33,105.655,1.500,NotInQueue,Through
23,1,EB,99,569.1,569.3,6,16.94,2,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,100,570.5,570.7,6,16.94,2,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,124,571.9,572.1,5,18.98,3,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,127,573.3,573.5,8,14.78,2,59.33,105.655,1.400,NotInQueue,Through
23,1,EB,141,574.7,574.9,9,15.57,2,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,133,576.1,576.3,8,14.78,2,59.33,105.655,1.400,NotInQueue,Through
23,1,EB,131,577.5,577.7,4,16.4,3,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,147,578.9,579.1,8,14.78,2,59.33,105.655,1.400,NotInQueue,Through
23,1,EB,102,589.7,589.9,9,15.57,2,58.13,926.742,10.800,NotInQueue,Through
23,1,EB,103,591.1,591.3,6,16.94,2,58.13,103.676,1.400,NotInQueue,Through
23,1,EB,108,592.5,592.7,9,15.57,2,58.13,103.884,1.400,NotInQueue,Through
23,1,EB,113,593.9,594.1,1,14.57,2,58.13,103.842,1.400,NotInQueue,Through
23,1,EB,116,595.3,595.5,4,16.4,3,58.13,103.842,1.400,NotInQueue,Through
23,1,EB,159,596.7,596.9,3,16.22,2,58.13,103.842,1.400,NotInQueue,Through
23,1,EB,118,598.1,598.4,5,18.98,3,58.13,103.843,1.400,NotInQueue,Through
23,1,EB,162,599.6,599.8,7,19.31,3,58.13,103.842,1.500,NotInQueue,Through
23,1,EB,120,605.3,605.5,4,16.4,3,60.66,473.510,5.700,NotInQueue,Through
23,1,EB,122,625.1,625.3,9,15.57,2,58.13,1743.625,19.800,NotInQueue,Through
23,1,EB,128,627.9,628.2,7,19.31,3,59.28,224.166,2.800,NotInQueue,Through
23,1,EB,134,629.4,629.5,1,14.57,2,59.27,105.520,1.500,NotInQueue,Through
23,1,EB,137,658.2,659,13,68.5,9,57.53,2490.332,28.800,NotInQueue,Through
23,1,EB,139,660.2,660.4,1,14.57,2,57.53,102.740,2.000,NotInQueue,Through
23,1,EB,143,661.7,662,11,29,5,57.53,106.907,1.500,NotInQueue,Through
23,1,EB,145,663.3,663.6,11,29,5,57.53,106.875,1.600,NotInQueue,Through
23,1,EB,167,664.8,665,6,16.94,2,57.53,102.875,1.500,NotInQueue,Through
23,1,EB,149,666.3,666.5,4,16.4,3,57.53,102.875,1.500,NotInQueue,Through
23,1,EB,151,667.7,667.9,5,18.98,3,57.53,102.875,1.400,NotInQueue,Through
23,1,EB,153,669.2,669.5,11,29,5,57.51,106.848,1.500,NotInQueue,Through
23,1,EB,155,670.8,671.1,11,29,5,57.46,106.672,1.600,NotInQueue,Through
23,1,EB,157,677.9,678.1,4,16.4,3,59.28,573.182,7.100,NotInQueue,Through
23,1,EB,160,679.3,679.5,5,18.98,3,59.27,105.520,1.400,NotInQueue,Through
23,1,EB,165,680.7,681,5,18.98,3,59.27,105.559,1.400,NotInQueue,Through
23,1,EB,169,702.2,702.6,11,29,5,59.33,1849.778,21.500,NotInQueue,Through
23,1,EB,171,703.8,704,4,16.4,3,59.26,108.068,1.600,NotInQueue,Through
23,1,EB,173,706,706.8,13,68.5,9,64.22,177.832,2.200,NotInQueue,Through
23,1,EB,175,708.2,708.5,11,29,5,62.45,131.486,2.200,NotInQueue,Through
23,1,EB,181,709.7,709.9,5,18.98,3,62.45,110.660,1.500,NotInQueue,Through
23,1,EB,187,711.1,711.3,7,19.31,3,62.46,110.710,1.400,NotInQueue,Through
23,1,EB,195,712.5,712.7,5,18.98,3,62.49,110.797,1.400,NotInQueue,Through
23,1,EB,191,714,714.3,11,29,5,62.49,114.772,1.500,NotInQueue,Through
23,1,EB,202,715.5,715.9,11,29,5,62.50,114.787,1.500,NotInQueue,Through
23,1,EB,178,719,719.7,12,55,8,58.72,290.647,3.500,NotInQueue,Through
23,1,EB,206,720.9,721.1,7,19.31,3,58.72,104.643,1.900,NotInQueue,Through
23,1,EB,180,732,732.8,13,68.5,9,57.53,935.766,11.100,NotInQueue,Through
23,1,EB,184,734,734.2,5,18.98,3,57.53,102.740,2.000,NotInQueue,Through
23,1,EB,185,735.5,735.7,6,16.94,2,57.53,102.751,1.500,NotInQueue,Through
23,1,EB,188,736.9,737.1,7,19.31,3,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,193,755.1,755.8,12,55,8,57.53,1518.198,18.200,NotInQueue,Through
23,1,EB,197,757,757.2,4,16.4,3,57.53,102.740,1.900,NotInQueue,Through
23,1,EB,199,758.4,758.6,3,16.22,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,204,759.8,760,4,16.4,3,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,208,761.2,761.4,3,16.22,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,228,762.6,762.8,5,18.98,3,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,210,764.1,764.3,4,16.4,3,57.53,102.751,1.500,NotInQueue,Through
23,1,EB,213,765.5,765.7,10,15.53,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,214,788.6,788.7,4,16.4,3,58.13,1932.265,23.100,NotInQueue,Through
23,1,EB,216,790,790.2,3,16.22,2,58.13,103.698,1.400,NotInQueue,Through
23,1,EB,218,793,793.4,11,29,5,60.58,246.735,3.000,NotInQueue,Through
23,1,EB,220,794.6,794.7,1,14.57,2,60.58,107.647,1.600,NotInQueue,Through
23,1,EB,222,796,796.1,2,16.7,2,60.58,107.666,1.400,NotInQueue,Through
23,1,EB,224,797.4,797.5,2,16.7,2,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,226,798.8,798.9,2,16.7,2,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,232,800.2,800.3,4,16.4,3,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,236,801.6,801.8,7,19.31,3,60.58,107.666,1.400,NotInQueue,Through
23,1,EB,230,803,803.2,5,18.98,3,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,241,804.4,804.6,3,16.22,2,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,253,805.8,806,5,18.98,3,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,255,807.2,807.4,9,15.57,2,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,257,808.6,808.8,7,19.31,3,60.58,107.668,1.400,NotInQueue,Through
23,1,EB,245,810,810.3,5,18.98,3,60.58,107.667,1.400,NotInQueue,Through
23,1,EB,234,826.9,827.1,1,14.57,2,58.13,1477.721,16.900,NotInQueue,Through
23,1,EB,238,828.3,828.5,7,19.31,3,58.13,103.698,1.400,NotInQueue,Through
23,1,EB,243,830.5,830.9,11,29,5,62.44,174.235,2.200,NotInQueue,Through
23,1,EB,247,832.1,832.2,10,15.53,2,62.45,110.670,1.600,NotInQueue,Through
23,1,EB,249,833.4,833.6,4,16.4,3,62.45,110.681,1.300,NotInQueue,Through
23,1,EB,275,834.8,835,1,14.57,2,62.45,110.682,1.400,NotInQueue,Through
23,1,EB,278,836.2,836.4,6,16.94,2,62.45,110.680,1.400,NotInQueue,Through
23,1,EB,262,837.6,837.8,7,19.31,3,62.44,110.681,1.400,NotInQueue,Through
23,1,EB,251,840.3,840.4,2,16.7,2,60.66,224.079,2.700,NotInQueue,Through
23,1,EB,260,841.7,841.8,10,15.53,2,60.66,107.771,1.400,NotInQueue,Through
23,1,EB,281,843,843.2,2,16.7,2,60.66,107.785,1.300,NotInQueue,Through
23,1,EB,289,844.4,844.6,8,14.78,2,60.66,107.790,1.400,NotInQueue,Through
23,1,EB,265,865.5,865.8,11,29,5,60.55,1857.525,21.100,NotInQueue,Through
23,1,EB,267,867,867.2,8,14.78,2,60.55,107.602,1.500,NotInQueue,Through
23,1,EB,269,868.5,869.3,13,68.5,9,61.66,119.306,1.500,NotInQueue,Through
23,1,EB,290,870.5,870.7,6,16.94,2,61.28,108.510,2.000,NotInQueue,Through
23,1,EB,270,872,872.3,7,19.31,3,61.79,120.253,1.500,NotInQueue,Through
23,1,EB,293,873.5,873.6,4,16.4,3,61.79,109.604,1.500,NotInQueue,Through
23,1,EB,272,879.4,879.7,11,29,5,60.55,519.149,5.900,NotInQueue,Through
23,1,EB,273,880.9,881.1,4,16.4,3,60.55,107.602,1.500,NotInQueue,Through
23,1,EB,280,882.5,882.7,2,16.7,2,62.05,126.014,1.600,NotInQueue,Through
23,1,EB,284,883.9,884.1,5,18.98,3,62.04,110.167,1.400,NotInQueue,Through
23,1,EB,312,885.3,885.5,2,16.7,2,62.04,110.157,1.400,NotInQueue,Through
23,1,EB,285,891.9,892.1,3,16.22,2,62.05,579.046,6.600,NotInQueue,Through
23,1,EB,287,902.8,903,7,19.31,3,60.66,974.341,10.900,NotInQueue,Through
23,1,EB,295,906,906.3,11,29,5,66.22,265.077,3.200,NotInQueue,Through
23,1,EB,297,907.5,907.6,4,16.4,3,66.26,117.045,1.500,NotInQueue,Through
23,1,EB,314,908.8,909,5,18.98,3,66.29,117.084,1.300,NotInQueue,Through
23,1,EB,299,910.5,910.7,6,16.94,2,63.72,145.934,1.700,NotInQueue,Through
23,1,EB,302,912,912.3,11,29,5,63.72,116.728,1.500,NotInQueue,Through
23,1,EB,303,913.5,913.6,10,15.53,2,63.72,112.738,1.500,NotInQueue,Through
23,1,EB,305,928.2,928.4,7,19.31,3,62.05,1361.505,14.700,NotInQueue,Through
23,1,EB,307,929.6,929.8,3,16.22,2,62.05,110.005,1.400,NotInQueue,Through
23,1,EB,309,965.8,966.5,12,55,8,57.53,3276.522,36.200,NotInQueue,Through
23,1,EB,311,967.7,967.9,8,14.78,2,57.53,102.740,1.900,NotInQueue,Through
23,1,EB,316,969.1,969.3,8,14.78,2,57.53,102.749,1.400,NotInQueue,Through
23,1,EB,318,970.5,970.7,6,16.94,2,57.53,102.751,1.400,NotInQueue,Through
23,1,EB,325,971.9,972.1,2,16.7,2,57.53,102.750,1.400,NotInQueue,Through
23,1,EB,322,973.4,973.7,11,29,5,57.49,106.810,1.500,NotInQueue,Through
23,1,EB,327,975,975.3,11,29,5,57.47,106.727,1.600,NotInQueue,Through
23,1,EB,320,978.6,979.4,13,68.5,9,58.73,279.127,3.600,NotInQueue,Through
23,1,EB,324,980.6,980.8,4,16.4,3,58.73,104.676,2.000,NotInQueue,Through
23,1,EB,342,982,982.2,8,14.78,2,58.73,104.686,1.400,NotInQueue,Through
23,1,EB,329,989.2,989.4,4,16.4,3,59.28,603.507,7.200,NotInQueue,Through
23,1,EB,331,990.6,990.8,9,15.57,2,59.28,105.538,1.400,NotInQueue,Through
23,1,EB,333,995.3,995.5,5,18.98,3,59.28,392.787,4.700,NotInQueue,Through
23,1,EB,335,996.8,996.9,4,16.4,3,59.28,105.536,1.500,NotInQueue,Through
23,1,EB,352,998.2,998.4,5,18.98,3,59.27,105.545,1.400,NotInQueue,Through
23,1,EB,336,999.6,999.8,10,15.53,2,59.27,105.733,1.400,NotInQueue,Through
23,1,EB,338,1006.9,1007.2,11,29,5,59.33,618.208,7.300,NotInQueue,Through
23,1,EB,340,1008.4,1008.6,10,15.53,2,59.33,105.633,1.500,NotInQueue,Through
23,1,EB,356,1009.8,1010,6,16.94,2,59.33,105.654,1.400,NotInQueue,Through
23,1,EB,344,1015.6,1015.8,7,19.31,3,59.28,486.580,5.800,NotInQueue,Through
23,1,EB,346,1018.2,1018.8,12,55,8,60.57,202.661,2.600,NotInQueue,Through
23,1,EB,348,1020,1020.2,5,18.98,3,60.58,107.650,1.800,NotInQueue,Through
23,1,EB,350,1021.4,1021.6,8,14.78,2,60.57,107.657,1.400,NotInQueue,Through
23,1,EB,362,1022.8,1023,5,18.98,3,60.57,107.654,1.400,NotInQueue,Through
23,1,EB,371,1024.2,1024.4,9,15.57,2,60.57,107.657,1.400,NotInQueue,Through
23,1,EB,354,1025.7,1026.3,12,55,8,60.57,117.764,1.500,NotInQueue,Through
23,1,EB,358,1027.6,1027.7,9,15.57,2,60.57,107.787,1.900,NotInQueue,Through
23,1,EB,360,1036.9,1037.1,10,15.53,2,60.66,812.362,9.300,NotInQueue,Through
23,1,EB,363,1038.3,1038.4,4,16.4,3,60.66,107.771,1.400,NotInQueue,Through
23,1,EB,381,1039.7,1039.8,6,16.94,2,60.65,107.778,1.400,NotInQueue,Through
23,1,EB,365,1045,1045.2,3,16.22,2,60.66,457.451,5.300,NotInQueue,Through
23,1,EB,367,1046.4,1046.6,9,15.57,2,60.65,107.934,1.400,NotInQueue,Through
23,1,EB,369,1059.1,1059.3,9,15.57,2,59.28,1116.287,12.700,NotInQueue,Through
23,1,EB,373,1060.5,1060.7,5,18.98,3,59.28,105.532,1.400,NotInQueue,Through
23,1,EB,375,1061.9,1062.2,7,19.31,3,59.28,105.555,1.400,NotInQueue,Through
23,1,EB,396,1063.4,1063.6,4,16.4,3,59.28,105.559,1.500,NotInQueue,Through
23,1,EB,377,1064.8,1065,5,18.98,3,59.27,105.725,1.400,NotInQueue,Through
23,1,EB,379,1066.2,1066.4,4,16.4,3,59.27,105.690,1.400,NotInQueue,Through
